OPEID - Price,OPEID - 300,Name,NetPrice,DefRate,Program Length,College Type,Defaults,Loans
383100,3831,Wheeling Jesuit University,19098,5.4,8,2,30,552
345800,3458,Augustana University,19974,3.5,8,2,16,446
341100,3411,Salve Regina University,30905,3.7,8,2,23,607
383900,3839,Carthage College,27564,6.5,8,2,55,844
238300,2383,Crown College,21974,9.3,8,2,46,491
176700,1767,Benedictine University,20017,4.1,8,2,80,1944
234500,2345,University of St Thomas,30791,1.9,8,2,45,2276
133900,1339,Corban University,23227,2.4,8,2,9,369
112200,1122,Biola University,32273,2.9,8,2,39,1311
373300,3733,Randolph-Macon College,26202,3.6,6,2,12,332
274200,2742,The Juilliard School,29175,2.8,8,2,4,138
374200,3742,Sweet Briar College,25532,3.1,8,2,5,157
378500,3785,Pacific Lutheran University,25219,2.3,8,2,21,904
387500,3875,Northland College,18951,6,6,2,10,165
372000,3720,Lynchburg College,23692,4,8,2,32,784
112500,1125,California Baptist University,25875,3.9,8,2,95,2381
1164900,11649,Loyola Marymount University,40946,2.6,8,2,53,2030
244900,2449,Avila University,19871,9.4,8,2,55,580
3689400,36894,Faith International University,20712,4.8,8,2,4,82
2220500,22205,Gods Bible School and College,10648,10,8,2,3,30
2100002,21000,Polytechnic University of Puerto Rico-Orlando,12526,8.7,8,2,90,1026
193900,1939,Newman University,14218,5.9,8,2,35,585
221100,2211,Springfield College,28368,7.1,8,2,137,1916
194600,1946,Tabor College,22420,5.3,8,2,16,297
207600,2076,Hood College,23888,4.3,8,2,23,524
338500,3385,Ursinus College,31537,3.1,6,2,13,418
1146000,11460,National University,22377,5.5,8,2,377,6770
336900,3369,Susquehanna University,26561,3.5,8,2,19,536
379900,3799,Walla Walla University,23782,2.1,8,2,12,550
212100,2121,Babson College,27453,1,8,2,5,493
195400,1954,Bellarmine University,24742,3.9,8,2,34,858
219400,2194,The New England Conservatory of Music,41095,2.6,8,2,4,151
373700,3737,Shenandoah University,28310,3.3,8,2,28,837
362000,3620,Southwestern University,25622,2.7,6,2,8,289
177200,1772,Trinity International University-Illinois,20514,6.6,8,2,50,749
170600,1706,Lake Forest College,24478,2.3,8,2,9,379
119600,1196,Dominican University of California,34339,2.4,8,2,15,613
308400,3084,Muskingum University,18973,8.8,8,2,63,713
221700,2217,Stonehill College,31010,2.1,8,2,13,615
188000,1880,Mount Mercy University,20112,3.5,8,2,19,539
113100,1131,California Institute of Technology,26839,3.3,8,2,1,30
299000,2990,University of Jamestown,16944,4,8,2,11,271
293600,2936,Johnson C Smith University,18974,19,8,2,103,542
185900,1859,Dordt College,24109,2.8,8,2,10,354
102300,1023,Judson College,17232,15.9,6,2,21,132
1203100,12031,San Diego Christian College,27770,12.2,8,2,36,295
143700,1437,Catholic University of America,36009,3.4,8,2,50,1448
339600,3396,Wilson College,20598,7.1,8,2,14,197
3948300,39483,Harrisburg University of Science and Technology,12614,15.4,8,2,13,84
257300,2573,Dartmouth College,21177,0.5,8,2,3,588
209200,2092,St. John's College,32440,2.1,8,2,3,142
245600,2456,Columbia College,27020,13.9,8,2,941,6763
245800,2458,Cottey College,16789,3.8,6,2,5,131
239700,2397,Belhaven University,18486,8.4,8,2,150,1772
219200,2192,Mount Holyoke College,27234,0.7,8,2,3,388
396600,3966,Boston Architectural College,33112,5.7,8,2,18,315
244700,2447,William Carey University,14717,8.4,8,2,116,1365
250200,2502,Southwest Baptist University,16782,9.1,8,2,90,983
367406,3674,Stevens-Henager College,23736,19.4,8,3,1023,5249
3266300,32663,Bethesda University,10012,8.8,8,2,6,68
126200,1262,Point Loma Nazarene University,29954,3.3,8,2,32,962
124300,1243,Mount Saint Mary's University,27134,4.2,8,2,47,1118
212600,2126,Berklee College of Music,41296,6.2,8,2,63,1016
215300,2153,Gordon College,29244,2.5,8,2,11,429
2140800,21408,Martin University,17630,21.9,8,2,60,273
202900,2029,Tulane University of Louisiana,32515,4.6,8,2,100,2135
189600,1896,Wartburg College,22416,6.6,8,2,32,480
164100,1641,Bradley University,26773,2.4,8,2,30,1228
189100,1891,University of Dubuque,21069,9.3,8,2,62,661
708500,7085,Mount Vernon Nazarene University,19235,4.6,8,2,37,792
187400,1874,Luther College,25404,1.8,6,2,11,579
372300,3723,Mary Baldwin University,18543,7.4,8,2,50,670
2270600,22706,Life Pacific College,17571,6.7,8,2,12,177
158200,1582,Morehouse College,31381,13.4,6,2,89,663
355700,3557,Concordia University-Texas,21343,7.5,8,2,75,998
270500,2705,The College of Saint Rose,23246,3.5,8,2,51,1429
215000,2150,Fisher College,26224,15.3,8,2,112,728
376600,3766,Virginia Union University,18956,15.4,8,2,108,701
278500,2785,New York University,35147,2.1,8,2,189,8635
185400,1854,Coe College,21870,1.7,8,2,6,349
268500,2685,Cazenovia College,17349,8.2,6,2,27,327
323700,3237,Bryn Mawr College,31900,1.1,8,2,4,349
102800,1028,Miles College,16427,11.2,6,2,87,774
183800,1838,Taylor University,25429,2.8,8,2,11,392
179800,1798,Franklin College,22031,5.6,8,2,17,302
214700,2147,Emmanuel College,31891,3.7,8,2,22,593
342000,3420,Benedict College,16914,8.6,6,2,93,1073
314400,3144,Xavier University,27757,4.4,8,2,62,1409
257900,2579,New England College,27640,12.2,8,2,128,1048
184000,1840,University of Notre Dame,26683,0.6,8,2,11,1659
223600,2236,Alma College,21537,4.2,6,2,17,402
282000,2820,St Francis College,14830,10.9,8,2,69,633
109900,1099,Hendrix College,22777,4.8,8,2,12,250
328900,3289,Lehigh University,27478,1.9,8,2,18,947
185800,1858,Divine Word College,6917,6.2,6,2,2,32
134700,1347,Colorado College,23812,0,8,2,0,230
291600,2916,Chowan University,16717,17,8,2,107,628
170400,1704,Knox College,23301,3.1,6,2,11,346
197200,1972,Lindsey Wilson College,15467,9.6,8,2,90,933
301200,3012,Ashland University,20601,4.3,8,2,68,1571
188900,1889,Saint Ambrose University,24054,4.3,8,2,43,983
2081400,20814,Arlington Baptist College,14803,14,8,2,14,100
281400,2814,Skidmore College,23941,1.4,8,2,5,338
263800,2638,Saint Peter's University,14734,7.9,8,2,66,829
325900,3259,Eastern University,22877,7.1,8,2,88,1228
259700,2597,Bloomfield College,18718,14.5,8,2,111,765
288500,2885,Albany College of Pharmacy and Health Sciences,29929,0.2,8,2,1,364
248500,2485,Midwestern Baptist Theological Seminary,14047,5.1,8,2,5,97
393700,3937,Universidad del Sagrado Corazon,7379,4.8,8,2,62,1285
191800,1918,Friends University,19644,8,8,2,72,890
192000,1920,Hesston College,20178,7.7,6,2,17,219
250600,2506,Saint Louis University,33222,2.6,8,2,78,2932
158800,1588,Piedmont College,17312,4.1,8,2,37,884
1257400,12574,Ringling College of Art and Design,44386,3.3,6,2,9,271
219900,2199,Northeastern University,29998,2.4,8,2,132,5330
640400,6404,Nebraska Methodist College of Nursing & Allied Health,18374,1.7,8,2,6,344
262800,2628,Rider University,29037,4.6,8,2,62,1341
327000,3270,Gwynedd Mercy University,24254,5.7,8,2,50,873
113300,1133,California Lutheran University,29038,3.1,8,2,37,1193
200100,2001,Thomas More College,19339,7.1,8,2,32,448
352800,3528,Union University,25759,4.4,8,2,48,1075
183600,1836,Saint Mary's College,25991,1.7,8,2,5,291
103300,1033,Oakwood University,26427,13.7,8,2,85,616
341000,3410,Roger Williams University,35275,3.1,8,2,36,1154
122000,1220,The Master's University and Seminary,26650,3.9,8,2,14,357
224100,2241,Calvin College,25446,2.7,8,2,22,814
349200,3492,Freed-Hardeman University,16492,6.5,8,2,40,613
157800,1578,LaGrange College,19262,10.3,8,2,41,397
117200,1172,Pitzer College,25521,3.9,6,2,5,127
362300,3623,St. Mary's University,16857,6.6,8,2,66,992
137100,1371,University of Denver,32940,1.7,8,2,48,2761
191700,1917,Barclay College,13343,12,8,2,9,75
4149700,41497,Homestead Schools,13487,2.2,6,2,2,90
105000,1050,Tuskegee University,28515,11.5,8,2,101,876
2117500,21175,Naropa University,27482,5.9,8,2,18,301
271300,2713,Dominican College of Blauvelt,19742,7,8,2,44,627
194000,1940,Southwestern College,22112,6.2,8,2,33,531
139300,1393,Mitchell College,27489,15.5,6,2,39,251
2100001,21000,Polytechnic University of Puerto Rico-Miami,22661,8.7,8,2,90,1026
124900,1249,Occidental College,31990,1.1,8,2,4,355
280800,2808,Daemen College,17106,4.4,8,2,40,893
330600,3306,University of Valley Forge,21437,11,8,2,35,316
184600,1846,Briar Cliff University,18818,6.9,8,2,32,462
302500,3025,Cedarville University,22849,1.8,8,2,12,659
338900,3389,Washington & Jefferson College,27139,3.3,8,2,13,393
335700,3357,Point Park University,22262,7.3,8,2,98,1340
324700,3247,Misericordia University,24715,4.5,8,2,33,731
193100,1931,Manhattan Christian College,12156,9.8,6,2,10,102
467300,4673,Baker College,12554,16,8,2,2003,12496
121500,1215,La Sierra University,23414,5.1,8,2,35,677
339400,3394,Wilkes University,25025,5.8,8,2,55,933
3088800,30888,Watkins College of Art Design & Film,28067,9.4,8,2,9,95
237100,2371,University of Northwestern-St Paul,23814,1.8,8,2,13,702
281200,2812,Trocaire College,12853,10.3,6,2,71,688
238200,2382,St Olaf College,27284,0.7,6,2,4,557
294400,2944,Mars Hill University,17170,15.1,8,2,78,514
320600,3206,Multnomah University,20174,5.4,8,2,14,257
205100,2051,Saint Joseph's College of Maine,24875,2.9,8,2,21,717
3026513,30265,Remington College-Shreveport Campus,20808,13.3,8,2,889,6663
217800,2178,Massachusetts Institute of Technology,21576,1,8,2,7,648
3941300,39413,Ave Maria University,19088,8.6,8,2,27,312
1092300,10923,Union Institute & University,22464,7.3,8,2,71,960
318500,3185,University of Tulsa,27264,4.6,8,2,29,626
328400,3284,Lafayette College,26208,1.7,6,2,6,351
213000,2130,Boston University,31539,1.2,8,2,69,5541
235300,2353,Gustavus Adolphus College,24293,1.1,6,2,6,540
398800,3988,Neumann University,22621,9.8,8,2,90,917
1171900,11719,Universidad del Turabo,8093,6.6,8,2,256,3858
278800,2788,Niagara University,18523,5,8,2,47,937
3403300,34033,Epic Bible College,19693,15.5,8,2,24,154
180400,1804,University of Indianapolis,21909,7.4,8,2,112,1496
144300,1443,Gallaudet University,13597,8.8,8,2,28,315
976900,9769,Metropolitan College of New York,20590,4,8,2,28,687
339200,3392,Westminster College,20869,3.1,8,2,13,410
376200,3762,Virginia University of Lynchburg,16733,25.5,5,2,62,243
383700,3837,Cardinal Stritch University,17289,7,8,2,116,1643
2587500,25875,Universidad Metropolitana,8342,7.7,8,2,266,3427
328800,3288,Lebanon Valley College,26335,2,8,2,10,479
183400,1834,Calumet College of Saint Joseph,11346,13.5,8,2,56,413
335000,3350,The University of the Arts,33394,9.7,8,2,62,639
314300,3143,Wittenberg University,25325,7.1,8,2,37,520
222700,2227,Wheaton College,32821,2.8,6,2,9,320
2599400,25994,New York College of Health Professions,23062,12.5,8,2,36,288
243900,2439,Tougaloo College,12453,19.2,8,2,56,291
312100,3121,Tiffin University,20972,12.1,8,2,249,2052
361000,3610,Schreiner University,19166,6.9,8,2,31,444
278200,2782,New York Institute of Technology,23647,5,8,2,90,1772
2280900,22809,Mid-Atlantic Christian University,15864,14.4,6,2,12,83
147900,1479,Embry-Riddle Aeronautical University-Worldwide,19002,5.7,8,2,178,3114
182400,1824,Oakland City University,18537,6.8,8,2,12,175
2065300,20653,Prescott College,25280,4.1,8,2,15,362
2165101,21651,EDP University of Puerto Rico Inc-San Sebastian,7972,2.5,8,2,10,392
340409,3404,Johnson & Wales University-Denver,23765,6.9,8,2,367,5247
214300,2143,Curry College,30581,7.5,8,2,67,887
243300,2433,Rust College,9360,21.4,6,2,90,419
163300,1633,Augustana College,23542,2.1,6,2,14,657
323000,3230,Allegheny College,26517,2.8,6,2,15,527
275100,2751,LIU Post,27757,7.3,8,2,332,4524
175300,1753,School of the Art Institute of Chicago,43494,5.6,8,2,40,703
372400,3724,Marymount University,24719,3.8,8,2,36,936
232300,2323,University of Detroit Mercy,22382,4.2,8,2,57,1351
273400,2734,Houghton College,21518,1.7,8,2,6,342
2165100,21651,EDP University of Puerto Rico Inc-San Juan,7459,2.5,8,2,10,392
180000,1800,Grace College and Theological Seminary,18070,3.4,8,2,15,431
282300,2823,St John's University-New York,26582,4.4,8,2,167,3749
160000,1600,Wesleyan College,16301,3.5,8,2,6,167
648700,6487,Aultman College of Nursing and Health Sciences,17300,4.8,6,2,8,166
310900,3109,Ohio Wesleyan University,27967,4.2,6,2,17,403
327600,3276,Immaculata University,29386,5.8,8,2,48,822
215800,2158,Lasell College,25893,5.3,8,2,37,694
160500,1605,Chaminade University of Honolulu,18660,5.6,8,2,35,616
291300,2913,Campbell University,25483,6.1,8,2,95,1543
298500,2985,Wingate University,17307,4.2,8,2,30,708
142600,1426,Yale University,18319,0.8,8,2,10,1164
220900,2209,Smith College,24258,1.9,8,2,12,631
346700,3467,Presentation College,20019,7.5,8,2,25,331
117300,1173,Pomona College,18140,0,6,2,0,68
294100,2941,Lenoir-Rhyne University,18291,8.8,8,2,60,679
398200,3982,Cleveland Institute of Art,30647,5.1,6,2,8,154
466100,4661,Hampshire College,34154,4.2,6,2,16,373
327400,3274,Haverford College,21144,1.9,8,2,2,101
159100,1591,Shorter University,17447,9.8,8,2,106,1076
222400,2224,Wellesley College,20013,0.7,6,2,2,257
324500,3245,Chestnut Hill College,24418,8.6,8,2,66,767
370200,3702,Averett University,24904,7.5,8,2,60,792
279000,2790,Nyack College,17987,9.6,8,2,103,1072
394100,3941,Universidad del Este,8277,9.1,8,2,284,3101
170900,1709,Lincoln College,16123,7.3,6,2,45,609
350500,3505,Maryville College,15542,5.8,6,2,18,308
3026500,30265,Remington College-Dallas Campus,18844,13.3,8,2,889,6663
274400,2744,Keuka College,24126,6.1,8,2,47,764
369000,3690,Marlboro College,27153,6.6,8,2,7,106
143400,1434,American University,31758,1.8,8,2,49,2682
377700,3777,Heritage University,10139,11.8,8,2,49,415
262700,2627,Princeton University,17732,3.5,8,2,4,112
2266400,22664,Central Christian College of the Bible,10932,10.5,6,2,9,85
302300,3023,Capital University,20676,4.8,8,2,59,1225
236900,2369,North Central University,18827,4,8,2,15,375
296200,2962,Shaw University,18126,19.6,8,2,202,1030
4193700,41937,John Paul the Great Catholic University,28907,4.7,8,2,2,42
3026501,30265,Remington College-North Houston Campus,19288,13.3,8,2,889,6663
324100,3241,Cabrini University,24958,6.7,8,2,52,766
104100,1041,Spring Hill College,20441,6.2,8,2,23,369
311300,3113,Pontifical College Josephinum,30196,3.7,8,2,1,27
3373300,33733,Beacon College,39972,10,6,2,7,70
374400,3744,University of Richmond,22400,1.7,8,2,13,737
141400,1414,Trinity College,23414,1.9,8,2,5,251
123600,1236,Menlo College,29439,5.2,6,2,10,192
223800,2238,Andrews University,22012,5.3,8,2,33,622
289900,2899,Wagner College,27217,3.8,8,2,20,521
342200,3422,Southern Wesleyan University,14914,6.8,8,2,48,700
168400,1684,Greenville College,18356,4.2,8,2,22,518
3814400,38144,Soka University of America,12686,0,8,2,0,49
130500,1305,Stanford University,16695,0.5,8,2,5,959
308300,3083,University of Mount Union,22728,5.3,8,2,33,613
260300,2603,Drew University,25167,3.9,8,2,18,458
231600,2316,Siena Heights University,17519,6.2,8,2,69,1101
233700,2337,Bethany Lutheran College,17453,4,6,2,8,199
2234500,22345,Boise Bible College,18919,6.2,6,2,3,48
2069000,20690,New York School of Interior Design,32450,6,8,2,6,100
176800,1768,Saint Xavier University,15448,6.7,8,2,96,1430
297800,2978,Wake Forest University,23826,1.5,8,2,20,1277
295100,2951,North Carolina Wesleyan College,17814,15.8,8,2,114,718
186600,1866,Graceland University-Lamoni,16547,9.6,8,2,74,768
2159700,21597,New Hope Christian College-Eugene,16067,7.3,6,2,7,95
344000,3440,Newberry College,18327,10.2,6,2,37,361
371500,3715,Hollins University,19628,6,8,2,19,314
201600,2016,Loyola University New Orleans,24119,6.5,8,2,75,1137
281300,2813,Sarah Lawrence College,32897,1.9,8,2,7,353
292000,2920,Duke University,19950,0.6,8,2,14,2129
352700,3527,Tusculum College,16223,11.1,8,2,91,818
365100,3651,University of Dallas,25197,2.9,8,2,16,551
304500,3045,The University of Findlay,20129,4.6,8,2,45,970
149906,1499,Everest University-Orange Park,20672,28.4,6,2,7888,27770
313300,3133,Urbana University,17406,11.1,8,2,47,420
311000,3110,Otterbein University,23945,4.7,8,2,37,787
323300,3233,Alvernia University,24675,7.8,8,2,58,743
3120302,31203,Stevens-Henager College,22466,21.4,6,3,127,592
121600,1216,University of La Verne,22284,4.7,8,2,119,2513
290100,2901,Wells College,19209,9.4,6,2,16,170
349000,3490,Fisk University,17980,12.1,8,2,22,181
149909,1499,Everest University-Jacksonville,21272,28.4,6,2,7888,27770
2199700,21997,Heritage Christian University,8999,16.6,6,2,7,42
329300,3293,Lycoming College,19455,6.2,6,2,22,353
303900,3039,Columbus College of Art and Design,23486,7.4,8,2,29,388
177400,1774,University of Chicago,31068,0.8,8,2,15,1854
251200,2512,Stephens College,21978,6,8,2,18,300
111700,1117,Azusa Pacific University,28506,3.4,8,2,123,3593
289600,2896,Villa Maria College,11039,12.2,6,2,28,229
316600,3166,Oklahoma City University,26002,5.2,8,2,39,750
125200,1252,Hope International University,20087,6,8,2,27,444
129300,1293,Vanguard University of Southern California,21827,4.3,8,2,33,755
216000,2160,Lesley University,29276,3.9,8,2,63,1580
3026517,30265,Remington College-Memphis Campus,19333,13.3,8,2,889,6663
187300,1873,Loras College,17958,4.3,8,2,19,435
330900,3309,Peirce College,8325,13.8,8,2,133,959
341900,3419,Charleston Southern University,15709,3.8,8,2,45,1175
222900,2229,Williams College,18167,0,8,2,0,198
234000,2340,Carleton College,28587,0.9,6,2,2,209
398600,3986,DeSales University,25549,3.3,8,2,26,771
3475400,34754,Tri-State Bible College,19091,17.1,8,2,11,64
357700,3577,Huston-Tillotson University,16230,19.2,8,2,72,375
3026510,30265,Remington College-Heathrow Campus,17455,13.3,8,2,889,6663
371100,3711,Ferrum College,17670,13.4,6,2,78,579
173300,1733,National Louis University,13650,4.1,8,2,74,1788
919200,9192,Sierra Nevada College,26370,8.4,8,2,25,296
179900,1799,Goshen College,17398,2.4,8,2,7,288
464100,4641,Dunwoody College of Technology,23816,11,6,2,56,508
196400,1964,Georgetown College,18330,6.5,8,2,32,489
4142500,41425,Touro University Worldwide,10572,3.8,8,2,3,78
319900,3199,Marylhurst University,22854,4.4,8,2,22,491
258600,2586,Rivier University,25120,4.5,8,2,32,707
156400,1564,Emory University,24804,1.7,8,2,40,2331
368600,3686,Goddard College,18466,4,8,2,10,246
663900,6639,Bellin College,26935,0,8,2,0,96
163900,1639,Blackburn College,13529,10.2,6,2,23,225
3696300,36963,University of the West,12474,7.2,8,2,5,69
146600,1466,Barry University,21489,5.8,8,2,178,3060
2515402,25154,City College-Miami,19367,11.1,6,2,119,1063
162400,1624,Northwest Nazarene University,18176,3.2,8,2,22,684
337000,3370,Swarthmore College,19641,1.3,6,2,2,147
648900,6489,The Christ College of Nursing and Health Sciences,17517,5.7,6,2,14,242
342400,3424,Claflin University,17241,8.4,8,2,57,677
1250000,12500,Ranken Technical College,14265,5.6,6,2,60,1066
3676300,36763,Family of Faith Christian University,12928,50,8,2,7,14
336000,3360,Rosemont College,16742,13,8,2,42,321
3868300,38683,World Mission University,14990,0,6,2,0,19
149900,1499,Everest University-North Orlando,18118,28.4,6,2,7888,27770
252000,2520,Washington University in St Louis,28824,1,8,2,17,1672
2505400,25054,Atlantic University College,4588,5.7,8,2,8,140
167600,1676,Elmhurst College,18825,3.2,8,2,30,910
368700,3687,Green Mountain College,20060,5.7,8,2,16,278
296800,2968,Saint Augustine's University,21078,23.5,6,2,141,598
209300,2093,St. John's College,23389,4.9,8,2,7,141
3182300,31823,New Hampshire Institute of Art,23210,11.5,8,2,21,182
364500,3645,Texas Wesleyan University,19804,6.1,8,2,56,915
2515401,25154,City College-Gainesville,20762,11.1,6,2,119,1063
256700,2567,York College,15351,13.9,8,2,26,186
2223300,22233,Northeast Catholic College,12758,4.7,6,2,2,42
259900,2599,Centenary University,21847,7.3,8,2,42,569
2515400,25154,City College-Fort Lauderdale,20582,11.1,6,2,119,1063
142400,1424,Wesleyan University,20490,1.6,8,2,6,362
729100,7291,St Luke's College,19560,6.2,6,2,4,64
149901,1499,Everest University-South Orlando,19818,28.4,6,2,7888,27770
180500,1805,Indiana Institute of Technology,19861,23.7,8,2,682,2871
149904,1499,Everest University-Tampa,18699,28.4,6,2,7888,27770
1014200,10142,Touro College,18928,6.4,8,2,180,2787
711300,7113,Arizona Christian University,22491,8.3,6,2,14,168
250400,2504,St Louis College of Pharmacy,26252,0,7,2,0,257
223500,2235,Albion College,20695,3.9,6,2,13,331
270300,2703,College of Mount Saint Vincent,17244,6,8,2,35,576
2244900,22449,Goodwin College,17832,11.5,8,2,221,1912
2143400,21434,Salish Kootenai College,8648,4.5,6,1,9,197
142900,1429,Goldey-Beacom College,15718,11.7,8,2,20,170
1072401,10724,Carlos Albizu University-Miami,20464,6.5,8,2,40,614
274100,2741,American Jewish University,28389,4.3,8,2,2,46
149902,1499,Everest University-Melbourne,19519,28.4,6,2,7888,27770
231100,2311,Kuyper College,15426,4,8,2,4,100
118300,1183,Holy Names University,21464,4,8,2,18,444
146800,1468,St Thomas University,18778,6.6,8,2,55,827
3733300,37333,Baptist University of the Americas,9358,11.3,6,2,5,44
3347300,33473,International Baptist College and Seminary,13582,11.1,8,2,4,36
367401,3674,Stevens-Henager College,18726,19.4,8,3,1023,5249
149910,1499,Everest University-Pompano Beach,17472,28.4,6,2,7888,27770
3982300,39823,Visible Music College,22520,11.7,8,2,6,51
121200,1212,Humphreys University-Stockton and Modesto Campuses,11836,8.6,8,2,35,406
363700,3637,Jarvis Christian College,13363,14.9,6,2,40,268
3248300,32483,Boston Baptist College,18318,2.2,6,2,2,90
694200,6942,Mid-America Christian University,16241,14.2,8,2,170,1189
3112107,31121,Dewey University-Juana Díaz,5651,14.2,8,2,6,42
2168600,21686,East-West University,22487,27.2,6,2,126,463
226900,2269,Great Lakes Christian College,14439,24.4,6,2,21,86
4121800,41218,Criswell College,13751,9,8,2,3,33
348000,3480,Bethel University,14583,12.2,8,2,355,2907
3106200,31062,Our Lady of the Lake College,12552,3.3,8,2,21,632
104400,1044,Stillman College,12685,22.9,6,2,93,406
2328900,23289,Emmaus Bible College,12937,0,6,2,0,49
314900,3149,Southern Nazarene University,12982,9.7,8,2,86,880
3112101,31121,Dewey University-Carolina,5547,14.2,8,2,6,42
974300,9743,Bellevue University,6349,6.1,8,2,206,3370
159101,1591,Shorter University-College of Adult & Professional Programs,20157,9.8,8,2,106,1076
106100,1061,Alaska Pacific University,18026,7.8,8,2,15,192
360200,3602,Paul Quinn College,10858,20.5,6,2,23,112
318000,3180,Southwestern Christian University,10403,24.7,8,2,81,327
149905,1499,Everest University-Brandon,16093,28.4,6,2,7888,27770
3332300,33323,Southern California Seminary,25518,2.9,8,2,1,34
3112109,31121,Dewey University-Manati,4800,14.2,8,2,6,42
350100,3501,Le Moyne-Owen College,8587,20.4,6,2,109,532
3456700,34567,Crossroads Bible College,9406,17.9,6,2,16,89
2503400,25034,Amridge University,7138,12.8,8,2,47,366
3100900,31009,Luther Rice College & Seminary,6988,5.8,8,2,19,324
649400,6494,Good Samaritan College of Nursing and Health Science,12971,4.7,6,2,7,148
884400,8844,California Christian College,8494,13.7,6,2,4,29
4067300,40673,Selma University,4173,31,8,2,111,357
3422400,34224,College of Biblical Studies-Houston,9243,11.8,6,2,16,135
3069100,30691,Allen College,0,1.6,8,2,4,238
2099200,20992,American Conservatory Theater,28677,3.4,8,2,1,29
2331200,23312,Baptist Missionary Association Theological Seminary,0,17.8,8,2,5,28
4161800,41618,Brandman University,0,5.1,8,2,135,2619
1072400,10724,Carlos Albizu University-San Juan,8766,6.5,8,2,40,614
3570300,35703,Carolina Christian College,0,8.9,8,2,5,56
4154200,41542,Carolina College of Biblical Studies,0,21.1,6,2,11,52
245300,2453,Central Methodist University-College of Liberal Arts and Sciences,21184,8.3,8,2,96,1153
1036500,10365,Charles R Drew University of Medicine and Science,0,3.9,8,2,10,252
3827300,38273,Charlotte Christian College and Theological Seminary,0,13.8,8,2,9,65
1090600,10906,Cincinnati College of Mortuary Science,0,2.5,6,2,1,40
1302200,13022,City University of Seattle,0,7,8,2,43,613
2090700,20907,Cleveland University-Kansas City,37161,2.6,8,2,4,149
254401,2544,Doane University-Graduate and Professional Studies,15572,7.1,8,2,46,645
3667300,36673,Faith Theological Seminary,23937,n/a,8,2,n/a,n/a
120500,1205,Golden Gate University-San Francisco,0,3.2,8,2,26,791
405800,4058,Gratz College,0,0,8,2,0,41
138900,1389,Holy Apostles College and Seminary,3967,3.1,8,2,1,32
4140500,41405,Horizon University,0,6.2,6,2,2,32
4143200,41432,Hult International Business School,41841,1.4,8,2,1,71
3894300,38943,Huntsville Bible College,0,12.9,8,2,7,54
340400,3404,Johnson & Wales University-Providence,28227,6.9,8,2,367,5247
247600,2476,Kenrick Glennon Seminary,0,n/a,8,2,n/a,n/a
632400,6324,Laboure College,0,7.2,6,2,23,317
697500,6975,Lincoln University,15915,16.2,8,2,6,37
1300700,13007,Nazarene Bible College,0,12.9,6,2,21,162
378300,3783,Northwest University,21536,4.7,8,2,30,626
3163300,31633,Pacific States University,0,8.3,8,2,1,12
643800,6438,Phillips School of Nursing at Mount Sinai Beth Israel,0,2.5,6,2,2,78
998700,9987,Saint Anthony College of Nursing,25384,0,8,2,0,112
336400,3364,Saint Charles Borromeo Seminary-Overbrook,32363,1.7,8,2,1,58
3070900,30709,Southeast Missouri Hospital College of Nursing and Health Sciences,0,1.1,6,2,1,85
122900,1229,Southern California University of Health Sciences,15428,3,8,2,6,195
2155300,21553,The Chicago School of Professional Psychology at Los Angeles,0,4.4,8,2,67,1497
183911,1839,Trine University-Arizona Regional Campus,14208,7.3,8,2,51,693
183901,1839,Trine University-Regional/Non-Traditional Campuses,23171,7.3,8,2,51,693
622500,6225,Trinity College of Nursing & Health Sciences,0,2,8,2,2,97
177201,1772,Trinity International University-Florida,0,6.6,8,2,50,749
4156300,41563,University of Fort Lauderdale,0,7.4,8,2,2,27
2171500,21715,Western International University,11294,6.2,8,3,42,677
4169700,41697,Unitek College,42096,9,6,3,69,760
4005300,40053,United States University,17919,11.4,8,3,25,219
2491100,24911,Beckfield College-Florence,27812,19,6,3,202,1058
1072774,10727,DeVry University-Oklahoma,35752,11.2,8,3,4118,36680
3698300,36983,West Coast University-Los Angeles,45144,2.7,8,3,52,1884
3299300,32993,Pacific College,13070,10.9,8,3,19,174
2179900,21799,Argosy University-Orange County,25040,15.5,8,3,3079,19780
1072712,10727,DeVry University-Florida,31651,11.2,8,3,4118,36680
2306804,23068,Platt College-North OKC,22179,20.6,6,3,3391,16435
2179914,21799,Argosy University-Nashville,21318,15.5,8,3,3079,19780
1072733,10727,DeVry University-Indiana,30382,11.2,8,3,4118,36680
2278800,22788,Southern Technical College,18780,16.2,8,3,121,746
4128400,41284,Miami Regional University,30232,2.6,8,3,12,454
2098800,20988,University of Phoenix-Arizona,18062,12.3,8,3,17127,139070
2218700,22187,Florida Technical College,19383,12.5,6,3,338,2699
382000,3820,Salem International University,22810,18,8,3,93,516
2306800,23068,Platt College-Tulsa,24305,20.6,6,3,3391,16435
855200,8552,Stevens-The Institute of Business & Arts,17993,14.4,6,3,11,76
903200,9032,Empire College,15821,9.4,8,3,21,223
1072755,10727,DeVry University-Nevada,31081,11.2,8,3,4118,36680
3128700,31287,Mt Sierra College,21513,2.1,6,3,4,184
1072724,10727,DeVry University-Texas,31970,11.2,8,3,4118,36680
962103,9621,Herzing University-Kenosha,20761,13.6,8,2,786,5770
962100,9621,Herzing University-Madison,23303,13.6,8,2,786,5770
